#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-0.0034632,  5.4490232, -6.2811363, -0.1058407, -0.4849369,  0.5997430, -0.6276482)    0    0   3.00000000  0 0.600  -0.00000000
( 5.4117360,  3.4543875,  1.2158266, -0.3588059, -0.4977777, -0.7363521,  0.2850636)    0    0   3.00000000  0 0.600  -0.00000000
( 5.1517624, -2.8439827,  4.5195077, -0.2741740, -0.8104866, -0.4670855,  0.2230947)    0    0   3.00000000  0 0.600  -0.00000000
( 2.6894988,  9.9835374,  6.6301275, -0.5257622,  0.0415576, -0.8454891, -0.0836377)    0    0   3.00000000  0 0.600  -0.00000000
(-5.0738130,  6.1600863,  2.6544162, -0.7845227,  0.1866141,  0.5531036, -0.2092264)    0    0   3.00000000  0 0.600  -0.00000000
( 2.1349441, -1.9351436, -5.8725159, -0.3024669,  0.6108104, -0.5558079,  0.4759223)    0    0   3.00000000  0 0.600  -0.00000000
( 0.6854066,  3.2011091,  0.3380821, -0.3735206,  0.2083132, -0.4287666, -0.7957683)    0    0   3.00000000  0 0.600  -0.00000000
( 1.8654695,  6.3501711, -8.2823847,  0.7198605, -0.4515069,  0.3327463, -0.4089282)    0    0   3.00000000  0 0.600  -0.00000000
( 5.1694635, -1.0975057,  3.3229813, -0.8842857, -0.1559607, -0.0867007, -0.4315068)    0    0   3.00000000  0 0.600  -0.00000000
( 2.2005057,  5.5211756,  8.3235202, -0.2358095,  0.2153349, -0.9386413,  0.1302969)    0    0   3.00000000  0 0.600  -0.00000000
( 2.6828765,  4.6323791, -3.7119995,  0.8898131, -0.3115626,  0.0201398,  0.3328000)    0    0   3.00000000  0 0.600  -0.00000000
(-1.0291198,  1.6268034,  9.0216895, -0.8694071,  0.0222549,  0.4347641,  0.2337008)    0    0   3.00000000  0 0.600  -0.00000000
(-3.9037903,  6.2967702,  1.5196205,  0.7427950,  0.3348688,  0.2154013, -0.5382571)    0    0   3.00000000  0 0.600  -0.00000000
( 3.4320562,  4.0052308, -1.3003433,  0.3972159,  0.4494580, -0.7733119,  0.2054160)    0    0   3.00000000  0 0.600  -0.00000000
(-3.2777515,  9.2616551,  2.1411790,  0.2863031, -0.7355873, -0.1475522,  0.5959616)    0    0   3.00000000  0 0.600  -0.00000000
(-1.0642444,  4.7029045,  9.1738570,  0.1056661, -0.4202315, -0.4907317, -0.7559250)    0    0   3.00000000  0 0.600  -0.00000000
( 2.4646007, -1.1154044,  2.3561976, -0.3566682, -0.0065375,  0.3012389,  0.8843077)    0    0   3.00000000  0 0.600  -0.00000000
(-0.5323642, 10.0538657,  6.7044823,  0.1473931, -0.6234336, -0.3366852,  0.6901079)    0    0   3.00000000  0 0.600  -0.00000000
(-2.3587110,  0.4018146,  4.9074937, -0.1259660, -0.4255893,  0.1881670,  0.8761276)    0    0   3.00000000  0 0.600  -0.00000000
(-2.2498653, -0.2434866,  1.5502110,  0.3383969, -0.9386727, -0.0645405, -0.0146831)    0    0   3.00000000  0 0.600  -0.00000000
(-3.5227906,  4.4818999, -3.2405431,  0.1906847, -0.6163450, -0.5707962, -0.5078876)    0    0   3.00000000  0 0.600  -0.00000000
( 2.3771532,  3.7027245, -5.1022701, -0.0225807,  0.5484974, -0.5725684, -0.6089385)    0    0   3.00000000  0 0.600  -0.00000000
( 4.4691673,  8.6589513, -2.4001350,  0.3354724,  0.1886411,  0.5897812,  0.7099513)    0    0   3.00000000  0 0.600  -0.00000000
(-4.6384380, -2.3995602, -1.0839815, -0.2746721, -0.8605910, -0.0652555,  0.4238869)    0    0   3.00000000  0 0.600  -0.00000000
( 2.1210568,  2.1508816,  8.8842838, -0.6668691,  0.6996308,  0.2515562, -0.0502178)    0    0   3.00000000  0 0.600  -0.00000000
( 1.7469474,  5.5218743, -9.3300769,  0.4871441, -0.8500074, -0.2001712, -0.0104680)    0    0   3.00000000  0 0.600  -0.00000000
( 1.5108880,  6.1338159, -8.2287240,  0.3407736, -0.8948315, -0.1648159, -0.2366128)    0    0   3.00000000  0 0.600  -0.00000000
( 6.2408346,  6.7606328, -0.2232189, -0.8157471,  0.3522318, -0.2023901, -0.4117374)    0    0   3.00000000  0 0.600  -0.00000000
( 3.5683262,  1.0093345, -5.1883440,  0.9356437,  0.1363727, -0.3239974,  0.0316090)    0    0   3.00000000  0 0.600  -0.00000000
(-3.7461182,  5.9707092,  8.5800888,  0.6044710,  0.7453585, -0.2708915,  0.0753221)    0    0   3.00000000  0 0.600  -0.00000000
( 4.6490819,  6.1142664, -3.3557906, -0.3097001,  0.9272613,  0.0883699, -0.1909530)    0    0   3.00000000  0 0.600  -0.00000000
( 0.8087185,  4.2388345,  0.2653739,  0.3381876,  0.7277442,  0.4423856,  0.4003905)    0    0   3.00000000  0 0.600  -0.00000000
( 4.0703122, -1.0087818,  1.0016029, -0.4251338,  0.1366711, -0.0881444,  0.8904004)    0    0   3.00000000  0 0.600  -0.00000000
( 2.2045978,  1.7367614,  7.2699269,  0.7615686,  0.3660267, -0.5340857, -0.0281107)    0    0   3.00000000  0 0.600  -0.00000000
(-5.9043579,  3.8628077, -6.9674992, -0.6319303, -0.0590299,  0.0760820,  0.7690196)    0    0   3.00000000  0 0.600  -0.00000000
(-2.3856966,  9.2750263, -0.3442649,  0.1060624, -0.1248064,  0.1610813, -0.9732558)    0    0   3.00000000  0 0.600  -0.00000000
(-0.3542487,  5.9347519, -9.2701296, -0.0750314,  0.7368451, -0.6619065, -0.1153658)    0    0   3.00000000  0 0.600  -0.00000000
( 6.7546043, -0.3177795, -2.8960060, -0.0081179, -0.5965452,  0.0298970,  0.8019813)    0    0   3.00000000  0 0.600  -0.00000000
(-6.2728635, -1.9946207,  4.1422662,  0.5916744,  0.2222111,  0.5014851,  0.5908099)    0    0   3.00000000  0 0.600  -0.00000000
(-2.9884133, 11.8797538,  4.6204225, -0.3944380, -0.8431897,  0.3243713,  0.1680270)    0    0   3.00000000  0 0.600  -0.00000000
( 3.5033638, -2.5741063,  0.1639804,  0.5124779, -0.6858739, -0.3188317,  0.4065583)    0    0   3.00000000  0 0.600  -0.00000000
( 5.4207461, -3.8557332, -2.3580235,  0.5255986,  0.7970799, -0.2822217, -0.0935985)    0    0   3.00000000  0 0.600  -0.00000000
(-9.3534918,  4.4418006,  1.9333519,  0.0355846,  0.2578499, -0.8603173, -0.4382937)    0    0   3.00000000  0 0.600  -0.00000000
(-4.7129373, -3.1092175,  2.5396095,  0.0390169,  0.1620526,  0.7765695, -0.6075825)    0    0   3.00000000  0 0.600  -0.00000000
(-0.7580105,  8.0833044, -7.8621734, -0.3227031, -0.6463950,  0.6896156, -0.0496632)    0    0   3.00000000  0 0.600  -0.00000000
(-1.4582146,  2.3464025,  5.6665659, -0.2591950, -0.4564519, -0.2440768, -0.8154116)    0    0   3.00000000  0 0.600  -0.00000000
( 7.9306716,  3.2692484, -5.0195275,  0.6559555, -0.1662204,  0.3748235,  0.6337196)    0    0   3.00000000  0 0.600  -0.00000000
(-6.8543265, -0.2109960,  1.1503832,  0.7950445,  0.4119590,  0.0674244,  0.4400544)    0    0   3.00000000  0 0.600  -0.00000000
(-0.7868188,  4.8488720,  1.6626640, -0.3639891, -0.3959457,  0.2039010, -0.8180240)    0    0   3.00000000  0 0.600  -0.00000000
(-1.5741458, -4.6495043,  2.8386568, -0.0064836,  0.3901784, -0.8805503, -0.2689794)    0    0   3.00000000  0 0.600  -0.00000000
( 4.9560581,  6.6781637,  4.7771946, -0.7529234,  0.3033906, -0.0853174, -0.5777383)    0    0   3.00000000  0 0.600  -0.00000000
(-7.2142383,  4.7273412,  3.9521141, -0.3816734,  0.2296852,  0.7484647,  0.4912950)    0    0   3.00000000  0 0.600  -0.00000000
(-6.1404988,  9.4726728,  4.8128384,  0.8284332, -0.5118882,  0.1347026, -0.1830959)    0    0   3.00000000  0 0.600  -0.00000000
(-2.1197409,  3.8183599,  3.8928327, -0.1627845, -0.7137348, -0.5645567,  0.3812605)    0    0   3.00000000  0 0.600  -0.00000000
( 3.0155087,  6.7714012, -8.2446385,  0.6274439, -0.1459135, -0.2730332, -0.7144762)    0    0   3.00000000  0 0.600  -0.00000000
( 6.5186950,  5.3424379, -3.3580579, -0.2944769,  0.6276993, -0.2057561, -0.6906095)    0    0   3.00000000  0 0.600  -0.00000000
( 2.7380020,  3.4181141, -1.4801051,  0.6654590, -0.1784370, -0.6419496,  0.3364896)    0    0   3.00000000  0 0.600  -0.00000000
( 4.3531437, -3.0111724, -1.3779316, -0.4062781, -0.6707450, -0.4085165,  0.4670691)    0    0   3.00000000  0 0.600  -0.00000000
(-1.8276017,  5.6324866,  6.8692660,  0.2457156, -0.2015015,  0.7858048, -0.5305957)    0    0   3.00000000  0 0.600  -0.00000000
(-5.5642741, -1.2283849, -6.3477263,  0.6347815,  0.4815712, -0.5344689, -0.2819303)    0    0   3.00000000  0 0.600  -0.00000000
(-5.7647524,  7.5731531,  2.9732231,  0.1632506,  0.9048126,  0.3658581,  0.1442612)    0    0   3.00000000  0 0.600  -0.00000000
