3.417060071 2.214827206 -13.991485171 -0.105840692 -0.484936911 0.599743027 -0.627648183
8.832259280 0.220191477 -6.494522295 -0.358805949 -0.497777677 -0.736352110 0.285063581
8.572285670 -6.078178752 -3.190841205 -0.274174009 -0.810486598 -0.467085458 0.223094737
6.110022118 6.749341409 -1.080221376 -0.525762235 0.041557584 -0.845489079 -0.083637653
-1.653289773 2.925890229 -5.055932712 -0.784522688 0.186614122 0.553103631 -0.209226420
5.555467333 -5.169339673 -13.582864819 -0.302466905 0.610810364 -0.555807916 0.475922296
4.105929860 -0.033086914 -7.372266818 -0.373520573 0.208313183 -0.428766625 -0.795768296
5.285992766 3.115975066 -15.992733651 0.719860526 -0.451506855 0.332746256 -0.408928249
8.589986789 -4.331701700 -4.387367575 -0.884285660 -0.155960722 -0.086700689 -0.431506796
5.621028974 2.286979537 0.613171283 -0.235809453 0.215334879 -0.938641307 0.130296927
6.103399763 1.398183023 -11.422348431 0.889813079 -0.311562613 0.020139766 0.332799960
2.391403512 -1.607392609 1.311340641 -0.869407148 0.022254922 0.434764128 0.233700840
-0.483267059 3.062574219 -6.190728426 0.742795013 0.334868783 0.215401299 -0.538257139
6.852579428 0.771034787 -9.010692256 0.397215932 0.449457984 -0.773311905 0.205415973
0.142771727 6.027459058 -5.569169868 0.286303063 -0.735587259 -0.147552230 0.595961643
2.356278874 1.468708517 1.463508064 0.105666062 -0.420231451 -0.490731721 -0.755924989
5.885123943 -4.349600466 -5.354151331 -0.356668245 -0.006537492 0.301238881 0.884307730
2.888159105 6.819669693 -1.005866575 0.147393091 -0.623433551 -0.336685197 0.690107936
1.061812312 -2.832381395 -2.802855183 -0.125965963 -0.425589257 0.188167032 0.876127575
1.170657974 -3.477682607 -6.160137882 0.338396927 -0.938672708 -0.064540495 -0.014683068
-0.102267309 1.247703860 -10.950892024 0.190684711 -0.616345024 -0.570796232 -0.507887600
5.797676478 0.468528502 -12.812618995 -0.022580679 0.548497357 -0.572568431 -0.608938547
7.889690618 5.424755237 -10.110483869 0.335472389 0.188641060 0.589781245 0.709951343
-1.217914748 -5.633756273 -8.794330410 -0.274672066 -0.860591014 -0.065255518 0.423886872
5.541580077 -1.083314426 1.173934924 -0.666869085 0.699630827 0.251556162 -0.050217791
5.167470670 2.287678259 -17.040425844 0.487144146 -0.850007357 -0.200171162 -0.010467988
4.931411243 2.899619870 -15.939072933 0.340773620 -0.894831511 -0.164815933 -0.236612796
9.661357907 3.526436783 -7.933567848 -0.815747056 0.352231837 -0.202390142 -0.411737422
6.988849484 -2.224861501 -12.898692895 0.935643666 0.136372683 -0.323997366 0.031609009
-0.325594905 2.736513181 0.869739901 0.604470978 0.745358464 -0.270891466 0.075322051
8.069605142 2.880070359 -11.066139500 -0.309700073 0.927261324 0.088369934 -0.190953020
4.229241764 1.004638433 -7.444975017 0.338187626 0.727744169 0.442385581 0.400390499
7.490835507 -4.242977852 -6.708745991 -0.425133753 0.136671130 -0.088144426 0.890400390
5.625121047 -1.497434596 -0.440421971 0.761568620 0.366026692 -0.534085652 -0.028110747
-2.483834597 0.628611717 -14.677848140 -0.631930277 -0.059029876 0.076082023 0.769019587
1.034826651 6.040830235 -8.054613822 0.106062422 -0.124806446 0.161081323 -0.973255835
3.066274576 2.700555833 -16.980478471 -0.075031387 0.736845148 -0.661906530 -0.115365790
10.175127569 -3.551975489 -10.606354896 -0.008117895 -0.596545223 0.029897032 0.801981337
-2.852340255 -5.228816700 -3.568082727 0.591674353 0.222211070 0.501485110 0.590809940
0.432110021 8.645557819 -3.089926373 -0.394438042 -0.843189660 0.324371313 0.168027020
6.923887040 -5.808302321 -7.546368545 0.512477944 -0.685873924 -0.318831680 0.406558332
8.841269394 -7.089929202 -10.068372399 0.525598554 0.797079918 -0.282221694 -0.093598500
-5.932968566 1.207604611 -5.776997046 0.035584649 0.257849916 -0.860317250 -0.438293718
-1.292414075 -6.343413574 -5.170739414 0.039016874 0.162052644 0.776569479 -0.607582478
2.662512759 4.849108391 -15.572522286 -0.322703146 -0.646395040 0.689615617 -0.049663187
1.962308715 -0.887793563 -2.043783022 -0.259194958 -0.456451914 -0.244076827 -0.815411630
11.351194837 0.035052375 -12.729876361 0.655955460 -0.166220403 0.374823487 0.633719628
-3.433803243 -3.445192027 -6.559965726 0.795044541 0.411959008 0.067424401 0.440054433
2.633704450 1.614676011 -6.047684946 -0.363989084 -0.395945738 0.203901013 -0.818024020
1.846377488 -7.883700353 -4.871692094 -0.006483566 0.390178363 -0.880550338 -0.268979386
8.376581413 3.443967646 -2.933154354 -0.752923369 0.303390587 -0.085317408 -0.577738255
-3.793715060 1.493145124 -3.758234773 -0.381673351 0.229685224 0.748464692 0.491294978
-2.719975566 6.238476780 -2.897510469 0.828433219 -0.511888157 0.134702602 -0.183095946
1.300782391 0.584163873 -3.817516223 -0.162784504 -0.713734815 -0.564556656 0.381260542
6.436031987 3.537205202 -15.954987378 0.627443872 -0.145913533 -0.273033227 -0.714476232
9.939218223 2.108241893 -11.068406801 -0.294476874 0.627699262 -0.205756099 -0.690609466
6.158525279 0.183918023 -9.190454023 0.665459020 -0.178437031 -0.641949573 0.336489620
7.773666980 -6.245368428 -9.088280524 -0.406278059 -0.670745005 -0.408516506 0.467069097
1.592921622 2.398290556 -0.841082863 0.245715605 -0.201501533 0.785804776 -0.530595729
-2.143750848 -4.462580901 -14.058075198 0.634781489 0.481571171 -0.534468860 -0.281930321
-2.344229089 4.338957085 -4.737125829 0.163250566 0.904812604 0.365858055 0.144261178
6.687102753 -2.529144058 0.602579117 -0.564142594 0.337431968 0.216998586 0.721660872
-0.730615373 -5.995574356 -3.168739820 0.881457887 0.065748626 -0.224838503 0.410069213
3.756965107 9.898199526 -9.194762715 0.248339398 -0.027900355 -0.920891128 0.299179953
1.227111646 -9.291437975 -9.223290641 0.066761370 0.322471326 0.664677307 0.670640917
